transcript	description
MLOC_78519.1	FACTOR_INITIATION_TRANSCRIPTION_TFIID_SUBUNIT_DNA_POLYMERASE_TBP-ASSOCIATED_TAF12_TATA
MLOC_21848.2	Peroxidases_active_site_signature.
MLOC_63932.1	PPR_repeat
MLOC_18966.1	PB1_domain
MLOC_34590.1	CDP-alcohol_phosphatidyltransferase
MLOC_12608.1	Zinc_finger_RING-type_profile.
AK370024	Ribosomal_protein_L35Ae_signature.
MLOC_53258.1	PHOTOSYSTEM_SUBUNIT_I_XI_REACTION_CENTER_MEMBRANE_PSI_PHOTOSYNTHESIS_V
MLOC_24226.1	Endonuclease/Exonuclease/phosphatase_family
MLOC_61917.1	Acyl-CoA_dehydrogenase,_N-terminal_domain
MLOC_71470.1	Fasciclin_domain
MLOC_58770.1	E-class_P450_group_I_signature
MLOC_76304.1	Acyl-ACP_thioesterase
MLOC_11873.1	Triose-phosphate_Transporter_family
AK366966	Homeobox_associated_leucine_zipper
MLOC_53008.2	AhpC/TSA_family
AK370052	Aluminium_activated_malate_transporter
AK358689	Protein_kinase_domain_profile.
AK369637	AMP-binding_enzyme
MLOC_54496.1	Disease_resistance/zinc_finger/chromosome_condensation-like_region
MLOC_36901.3	Protein_phosphatase_2C
MLOC_53698.1	Calcineurin-like_phosphoesterase
AK364458	Pentatricopeptide_(PPR)_repeat_profile.
AK355781	EamA-like_transporter_family
AK358358	2Fe-2S_iron-sulfur_cluster_binding_domain
MLOC_3113.1	Peptidase_family_S49
MLOC_65034.2	Glutathione_S-transferase,_C-terminal_domain
MLOC_21734.1	NB-ARC_domain
MLOC_52357.1	Cytokinin_dehydrogenase_1,_FAD_and_cytokinin_binding
MLOC_12062.1	Protein_kinase_domain
MLOC_56554.1	Protein_tyrosine_kinase
MLOC_57566.3	Major_Facilitator_Superfamily
AK362996	TRANSMEMBRANE_MEMBRANE_UPF0139_CGI-140_HOMOLOG_MGC81480_KIDNEY_MY006_K10B2.4_RIKEN
AK248761.1	Ssu72-like_protein
MLOC_55160.1	SRP54-type_protein,_helical_bundle_domain
MLOC_71685.2	Protein_kinase_domain
AK373023	MSP_(Major_sperm_protein)_domain
AK354556	Rho_GTPase-activating_proteins_domain_profile.
MLOC_55120.1	Cytochrome_P450
MLOC_20962.1	tRNA_synthetases_class_I_(W_and_Y)
MLOC_12318.2	Leucine_Rich_Repeat
MLOC_74091.1	Legume_lectin_domain
MLOC_65218.1	Prolyl_oligopeptidase,_N-terminal_beta-propeller_domain
MLOC_15806.2	Eukaryotic_cytochrome_b561
AK366446	Protein_kinases_ATP-binding_region_signature.
AK365644	Protein_tyrosine_kinase
AK355014	Prolyl-tRNA_synthetase,_C-terminal
MLOC_70425.1	E-class_P450_group_I_signature
MLOC_54586.1	Protein_kinase_domain
MLOC_13624.4	Cytochrome_P450
MLOC_42591.1	Helix-loop-helix_DNA-binding_domain
AK369586	ATPase_family_associated_with_various_cellular_activities_(AAA)
MLOC_37745.3	Protein_of_unknown_function,_DUF594
AK249855.1	MATH_domain
MLOC_63473.2	Protein_of_unknown_function_(DUF3414)
AK358865	Rhodanese-like_domain
AK250035.1	2OG-Fe(II)_oxygenase_superfamily
AK374427	Serine_carboxypeptidase_S28
MLOC_81135.7	Peptidase_C65_Otubain
AK366051	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_63615.1	Leucine_Rich_Repeat
MLOC_11278.1	Arabidopsis_proteins_of_unknown_function
MLOC_71161.1	PPR_repeat
MLOC_63091.5	Phospholipase/Carboxylesterase
MLOC_78015.1	Aminotransferase_class_I_and_II
AK361000	GTP-binding_SAR1_protein_signature
AK373272	No_apical_meristem_(NAM)_protein
MLOC_71240.1	RNA-metabolising_metallo-beta-lactamase
AK369327	P450_superfamily_signature
MLOC_57785.4	Glycosyl_hydrolase_family_1
AK367500	OTU_domain_profile.
AK366996	tRNA_synthetases_class_II_(D,_K_and_N)
AK373891	Haem_peroxidase_superfamily_signature
MLOC_6173.2	Sucrose-6F-phosphate_phosphohydrolase
MLOC_17916.1	Cytochrome_P450
AK373937	Myb-like_DNA-binding_domain
AK369236	UDP-glucoronosyl_and_UDP-glucosyl_transferase
AK368900	Uncharacterised_protein_family_UPF0005
AK361095	Leucine_Rich_Repeat
AK354697	Semialdehyde_dehydrogenase,_NAD_binding_domain
AK356347	Initiation_factor_2_subunit_family
AK372187	Importin-beta_N-terminal_domain_profile.
MLOC_80094.2	Major_intrinsic_protein
MLOC_78716.2	Cytochrome_P450
MLOC_12783.1	MATH_domain
MLOC_38921.3	SWIM_zinc_finger
MLOC_63296.1	Protein_of_unknown_function,_DUF617
MLOC_70652.1	Protein_kinase_domain
MLOC_27942.1	Retrotransposon_gag_protein
AK370245	BTB_And_C-terminal_Kelch
AK361112	Rer1_family
AK369779	Aminoacyl-transfer_RNA_synthetases_class-II_family_profile.
AK360533	Glycosyl_hydrolases_family_17
MLOC_65647.1	alpha/beta_hydrolase_fold
AK368743	FAD_dependent_oxidoreductase
AK373395	Trp-Asp_(WD)_repeats_profile.
AK250304.1	Germin_family_signature.
AK360695	Glycosyl_hydrolases_family_17
MLOC_76365.1	Cullin_protein_neddylation_domain
MLOC_72514.1	Protein_of_unknown_function_(DUF674)
MLOC_67890.1	Calreticulin_signature
AK361502	Protein_kinases_ATP-binding_region_signature.
MLOC_53309.2	Domain_of_unknown_function_DUF26
MLOC_11692.1	Mitochondrial_carrier_protein_signature
MLOC_15243.1	Ribosomal_protein_L22_signature.
MLOC_65905.2	Reticulon
AK363081	Orn/DAP/Arg_decarboxylases_family_2_pyridoxal-P_attachment_site.
MLOC_27584.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK365745	Eukaryotic_thiol_(cysteine)_proteases_asparagine_active_site.
MLOC_29288.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_54161.7	Armadillo/beta-catenin-like_repeat
MLOC_58999.1	Phosphoribulokinase_/_Uridine_kinase_family
AK250169.1	Cupin
MLOC_815.1	Skp1_family,_tetramerisation_domain
AK376837	AAA-protein_family_signature.
AK372734	Protein_kinase_domain
MLOC_16182.1	Zinc_finger,_C3HC4_type_(RING_finger)
AK358145	Leucine_Rich_Repeat
AK362262	Protein_tyrosine_kinase
AK367328	SCO1/SenC
MLOC_57802.1	Methyltransferase_small_domain
AK373820	NAD_dependent_epimerase/dehydratase_family
MLOC_56173.1	Syntaxin_6,_N-terminal
MLOC_54059.1	PPR_repeat
AK358657	S5_double_stranded_RNA-binding_domain_profile.
AK365423	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_66229.1	Protein_of_unknown_function_(DUF1618)
AK374007	B3_DNA-binding_domain_profile.
MLOC_59298.1	Protein_of_unknown_function_(DUF3049)
AK373333	Glutaredoxin_active_site.
AK374962	Quinolinate_synthetase_A_protein
MLOC_17852.2	Lipase_(class_3)
MLOC_12334.1	Rare_lipoprotein_A_(RlpA)-like_double-psi_beta-barrel
AK249060.1	Ethylene_responsive_element_binding_protein_signature
MLOC_38754.1	Ribosomal_L29e_protein_family
MLOC_64519.1	Uso1_/_p115_like_vesicle_tethering_protein,_C_terminal_region
MLOC_49645.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK360224	Cytochrome_P450_cysteine_heme-iron_ligand_signature.
MLOC_61686.3	Protein_kinase_domain_profile.
AK376401	Exonuclease
AK360648	Protein_of_unknown_function_(DUF3537)
AK252696.1|AK376939	Mitochondrial_carrier_protein
MLOC_53568.1	Hydroxymethylglutaryl-coenzyme_A_synthase_N_terminal
MLOC_38530.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_64715.1	ABC-2_type_transporter
MLOC_60799.1	Sodium/hydrogen_exchanger_family
AK357927	Protein_kinase_domain
AK370472	NB-ARC_domain
AK362464	Disease_resistance_protein_signature
MLOC_36543.1	Eukaryotic_protein_of_unknown_function_(DUF872)
MLOC_27431.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK368178|MLOC_67854.1	PetM_family_of_cytochrome_b6f_complex_subunit_7
AK369050	Superfamilies_1_and_2_helicase_C-terminal_domain_profile.
MLOC_36734.1	Ribosomal_protein_L11_methyltransferase_(PrmA)
MLOC_55285.1	Protein_of_unknown_function_(DUF1644)
MLOC_15738.2	Adaptin_N_terminal_region
MLOC_40295.1	Pentatricopeptide_(PPR)_repeat_profile.
MLOC_67410.1	Family_of_unknown_function_(DUF662)
MLOC_69619.1	Dynamin_family
MLOC_17384.1	Major_intrinsic_protein
AK360032	U-box_domain
AK369227	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_64189.3	Kinesin_motor_domain
MLOC_64457.1	Helicase_conserved_C-terminal_domain
AK359525	Exonuclease
MLOC_77526.5	C2_domain
MLOC_16345.1	DnaJ_domain
MLOC_68391.4	ALLENE_CYCLASE_OXIDE_ISOMERASE_PEPTIDE_TRANSIT_PRECURSOR_CHLOROPLAST_PLASTID_1
AK371459	RIBOSOMAL_L7/L12_50S_RIBONUCLEOPROTEIN_CHLOROPLAST_L12_PLASTID_DIRECT_SEQUENCING_PEPTIDE
MLOC_4526.1	PPPDE_putative_peptidase_domain
MLOC_37001.3	Phosphatidyl_serine_synthase
AK250834.1	ThiF_family
AK369015	Leucine-rich_repeat_profile.
MLOC_66074.2	Photosystem_I_reaction_centre_subunit_III
MLOC_60930.4	CRAL/TRIO,_N-terminus
AK359266	Protein_kinase_domain_profile.
AK375814	Cation_efflux_family
MLOC_73808.2	Cupin
MLOC_2910.1	Pollen_proteins_Ole_e_I_like
AK360925	DnaJ_domain_signature
AK367725	NAD_dependent_epimerase/dehydratase_family
AK372880	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_34745.1	DnaJ_domain
MLOC_33974.1	Eukaryotic_aspartyl_protease
MLOC_19108.1	Zinc_finger,_C2H2_type
MLOC_7109.3	Eukaryotic_cytochrome_b561
MLOC_64602.2	DNA_polymerase_family_B
AK358382	Zinc_finger,_C3HC4_type_(RING_finger)
AK354628	Myc-type,_\'helix-loop-helix\'_domain_profile.
MLOC_64085.2	PP-loop_family
AK249617.1	Enolase,_N-terminal_domain
MLOC_10525.2	Protein_tyrosine_kinase
AK372085	AAA-protein_family_signature.
MLOC_10100.2	PPR_repeat
AK366628	Zinc_finger_C2H2_type_domain_profile.
MLOC_64109.1	Peptidyl-tRNA_hydrolase
MLOC_36305.2	Protein_of_unknown_function_(DUF1618)
AK358572|AK356217	Tetratricopeptide_repeat
AK373880	EF-hand_calcium-binding_domain_profile.
MLOC_67781.1	CCAAT-binding_transcription_factor_(CBF-B/NF-YA)_subunit_B
AK371671	Pyridoxal-dependent_decarboxylase,_pyridoxal_binding_domain
AK359147	mTERF
AK362658	WD_domain,_G-beta_repeat
AK364112	Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase
MLOC_70782.2|MLOC_65298.1	PHF5-like_protein
AK369445	5\'_nucleotidase_family
AK365151	NB-ARC_domain
AK354950	PB1_domain
MLOC_57182.2	Nucleoporin_autopeptidase
AK365035	AP2_domain
MLOC_64136.1	Peptidase_inhibitor_I9
AK362850	Protein_kinase_domain
MLOC_77192.1	PWWP_domain
AK366005	Copper_amine_oxidase,_enzyme_domain
MLOC_68652.1	BTB/POZ_domain
MLOC_59805.1|AK248892.1	Snare_region_anchored_in_the_vesicle_membrane_C-terminus
AK374613	Aux/IAA-ARF_dimerization_domain_profile.
AK251598.1	ATP_synthase
AK353850	Peptidase_M16_inactive_domain
MLOC_14928.3	NB-ARC_domain
MLOC_67834.1	Helix-loop-helix_DNA-binding_domain
MLOC_72180.3	Translation_initiation_factor_SUI1
AB447466	Phosphatidylethanolamine-binding_protein
MLOC_58539.1	Leucine_rich_repeat_N-terminal_domain
MLOC_14644.1	Peptidase_C65_Otubain
MLOC_68295.1	Glutathione_S-transferase,_N-terminal_domain
MLOC_12977.2	HCO3-_transporter_family
MLOC_10588.1	ribosomal_L5P_family_C-terminus
AK359487	ATP-binding_cassette,_ABC_transporter-type_domain_profile.
MLOC_25875.1	Peroxidase
AK371238	Clathrin_adaptor_complexes_small_chain_signature.
AK371412	Protein_of_unknown_function,_DUF547
AK363797	Solute_carrier_(Solcar)_repeat_profile.
MLOC_79411.2	PPR_repeat
AK371929	Cys/Met_metabolism_PLP-dependent_enzyme
AK360483	Phosphoribosyl_transferase_domain
MLOC_53556.2	eIF4-gamma/eIF5/eIF2-epsilon
AK363509	Glycosyl_hydrolases_family_35
MLOC_65565.4	Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase
AK370448	Cyclic_nucleotide-binding_domain
AK353825	Thiamine_pyrophosphate_enzymes_signature.
AK375057	Stage_II_sporulation_protein_E_(SpoIIE)
MLOC_78234.1	AT-hook-like_domain_signature
AK361468	Glycosyl_transferase_family_4
MLOC_69588.2	Aminotransferase_class_I_and_II
MLOC_57784.1	SMC_proteins_Flexible_Hinge_Domain
MLOC_69320.1	WD_domain,_G-beta_repeat
MLOC_60852.1	Plant_phosphoribosyltransferase_C-terminal
MLOC_12299.1	Helicase_conserved_C-terminal_domain
MLOC_14153.1	Zinc_finger_RING-type_profile.
AK369833	Protein_kinase_domain_profile.
AK374844	DVL_family
MLOC_53896.1	Protein_kinase_domain
AK361354	UDP-glucoronosyl_and_UDP-glucosyl_transferase
MLOC_51183.1	MIP_family_signature.
AK374569	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
AK251381.1	Nucleoside_diphosphate_kinase
MLOC_9988.2	Alg9-like_mannosyltransferase_family
AK356469	X8_domain
MLOC_22013.1	bZIP_transcription_factor
MLOC_60135.1	bZIP_transcription_factor
MLOC_18287.4	Agglutinin
MLOC_62395.1	S_locus-related_glycoprotein_1_binding_pollen_coat_protein_(SLR1-BP)
MLOC_4958.1	Subtilase_family
AK371185	Transporter_associated_domain
MLOC_64258.1	Adaptor_complexes_medium_subunit_family
MLOC_59328.1	Dynamin_family
MLOC_17328.1	Arabidopsis_proteins_of_unknown_function
MLOC_55045.1	Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.
AK359698|MLOC_65782.1	Acetyltransferase_(GNAT)_family
AK369231	CDP-alcohol_phosphatidyltransferase
MLOC_30666.1	NB-ARC_domain
AK248154.1	e3_binding_domain
MLOC_26177.1	Myb-like_DNA-binding_domain
AK248312.1	UTP--glucose-1-phosphate_uridylyltransferase
MLOC_23518.4	STAS_domain
AK357081	Regulator_of_chromosome_condensation_(RCC1)_signature_2.
MLOC_7247.1	Calcium-binding_EGF_domain
AK362549	Protein_kinase_domain
AK251413.1	Cyclin
AK365106	CRAL/TRIO,_N-terminus
MLOC_66217.2	Transport_protein_Trs120
MLOC_11351.1	Myosin_N-terminal_SH3-like_domain
AK370965	P450_superfamily_signature
MLOC_72502.1	GRAS_family_transcription_factor
MLOC_56752.7	CRAL/TRIO_domain
AK375301	Pentatricopeptide_(PPR)_repeat_profile.
AK371913	Phosphoesterase_family
AK366264	NADH:flavin_oxidoreductase_/_NADH_oxidase_family
AK363366	Protein_of_unknown_function_(DUF563)
MLOC_50291.1	Per1-like
AK369941	Protein_kinase_domain_profile.
MLOC_81236.1	Insulinase_(Peptidase_family_M16)
MLOC_12086.1	Zinc_finger_HIT-type_profile.
MLOC_44604.1	Domain_of_unknown_function_(DUF3354)
MLOC_6992.1	Transmembrane_amino_acid_transporter_protein
MLOC_70132.2	SWIB/MDM2_domain
AK364154	Protein_kinase_domain
AK357727|AK354502	RNA_polymerase_Rpb3/Rpb11_dimerisation_domain
AK360635	Chromatin_associated_protein_KTI12
MLOC_64881.2	Hydroxymethylglutaryl-coenzyme_A_reductases_signature_1.
AK356301	Endomembrane_protein_70
MLOC_73318.1	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_54978.1	U-box_domain
AK359548	CRM_domain_profile.
MLOC_44120.3	Sugar_transport_proteins_signature_1.
AK360162	Zinc_finger_SWIM-type_profile.
MLOC_52653.1|AK360567	Protein_of_unknown_function_(DUF1997)
AK375083	Paf1
MLOC_6225.1	Tetratricopeptide_repeat
MLOC_39251.1	Bromodomain
AK248533.1	Family_of_unknown_function_(DUF500)
MLOC_76038.1	Protein_of_unknown_function_DUF88
MLOC_73609.2	Saposin_B_type_domain_profile.
AK358686	PRONE_domain_profile.
MLOC_68838.1	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_78082.1	Protein_kinases_ATP-binding_region_signature.
MLOC_10503.1	Flavin-binding_monooxygenase-like
AK361459	Magnesium-protoporphyrin_IX_methyltransferase_C-terminus
MLOC_39510.1	Protein_tyrosine_kinase
MLOC_17175.2	PHD-finger
MLOC_52269.1	SWIB/MDM2_domain
AK367467	Sugar_transport_proteins_signature_1.
MLOC_62487.1	ABC-2_type_transporter
AK366538	Inosine-uridine_preferring_nucleoside_hydrolase
MLOC_28083.1	Prephenate_dehydratase_signature_1.
AK361546	mTERF
MLOC_65216.1	UTP--glucose-1-phosphate_uridylyltransferase
MLOC_69871.1	Cytochrome_P450
AK363711	Sodium:sulfate_symporter_transmembrane_region
MLOC_14916.1|AK360201	Tetrahydrofolate_dehydrogenase/cyclohydrolase,_NAD(P)-binding_domain
MLOC_59227.1	Plastocyanin-like_domain
MLOC_43476.1	Domain_of_unknown_function_DUF221
MLOC_53923.1	Cytokinin_dehydrogenase_1,_FAD_and_cytokinin_binding
AK370762	Armadillo/beta-catenin-like_repeat
MLOC_37381.1	Homocysteine_S-methyltransferase
AK354572	alpha/beta_hydrolase_fold
MLOC_71840.1	Multicopper_oxidases_signature_1.
AK377094|AK361569	Nudix_hydrolase_domain_profile.
AK367025	Triose-phosphate_Transporter_family
AK354528	FAD_binding_domain
AK358867	SPRY_domain
AK363529	Cyclin,_C-terminal_domain
AK368655	Protein-L-isoaspartate(D-aspartate)_O-methyltransferase_signature.
AK376677	bZIP_transcription_factor
MLOC_63657.1	Calcineurin-like_phosphoesterase
MLOC_14626.1	D-mannose_binding_lectin
AK363947	Protein_of_unknown_function_(DUF579)
MLOC_17197.3	ATP-grasp_domain
MLOC_58736.4	Tetratricopeptide_repeat
MLOC_81633.1	Integrase_core_domain
AK376456	Acyltransferase
MLOC_3978.1	PA_domain
MLOC_65064.1	Serine_carboxypeptidases,_histidine_active_site.
MLOC_64394.1	Eukaryotic_aspartyl_protease
MLOC_22516.1	COPPER_METAL-BINDING_BLUE_ELECTRON_COPPER-BINDING_PRECURSOR_PHYTOCYANIN_SIGNAL_GLYCOPROTEIN_EARLY
AK357129	Glucosidase_II_beta_subunit-like_protein
AK369921	High_mobility_group-like_nuclear_protein_signature
AK372569	mTERF
MLOC_4816.1	tRNA_(Uracil-5-)-methyltransferase
AK364948	Protein_kinase_domain_profile.
AK361165	Protein_of_unknown_function_(DUF2985)
MLOC_11026.1	TLC_domain
MLOC_11063.4	BadF/BadG/BcrA/BcrD_ATPase_family
MLOC_61346.2	Helicase_conserved_C-terminal_domain
MLOC_56418.3	Glycosyl_hydrolases_family_35
MLOC_14216.1	Protein_kinase_domain
MLOC_62844.2	Helix-loop-helix_DNA-binding_domain
AK252202.1	ATPase_family_associated_with_various_cellular_activities_(AAA)
MLOC_64861.2	ATP10_protein
AK250051.1|AK251544.1	Glycosyl_hydrolase_family_3_N_terminal_domain
MLOC_53882.4	FAR1_DNA-binding_domain
MLOC_65419.8	NB-ARC_domain
MLOC_72617.1	DNA_gyrase_C-terminal_domain,_beta-propeller
AK363386	Zinc_finger,_C3HC4_type_(RING_finger)
AK368453	Phosphoribosyl_transferase_domain
MLOC_6525.1	SBP_domain
AK370286	Glycosyltransferase_family_28_N-terminal_domain
MLOC_73588.1	IBR_domain
MLOC_80440.1	SOR/SNZ_family
MLOC_72584.1	alpha/beta_hydrolase_fold
AK358895	Glutathione_S-transferase,_C-terminal_domain
AK365585	DnaJ_domain_signature
AK365354	Transmembrane_amino_acid_transporter_protein
AK362522	Metabotropic_glutamate_GPCR_signature
MLOC_56833.1	Acyl-CoA_oxidase
AK367526	Protein_phosphatase_2C
MLOC_15028.1	TB2/DP1,_HVA22_family
MLOC_71767.1	Metallo-beta-lactamase_superfamily
AK371765	Zinc_finger_C2H2_type_domain_profile.
MLOC_71063.1	Ubiquitin_carboxyl-terminal_hydrolase
AK371889|AK251414.1	Prefoldin_subunit
MLOC_16610.1	Cysteine_proteases_inhibitors_signature.
AK357072	Syntaxin_/_epimorphin_family_signature.
AK370740	Cyclin,_N-terminal_domain
AK365266	Leucine_Rich_Repeat
MLOC_17573.1	Aminotransferases_class-III_pyridoxal-phosphate_attachment_site.
AK358331	Pentatricopeptide_(PPR)_repeat_profile.
AK365241	Tim44-like_domain
MLOC_4202.1	Zinc_finger_RING-type_profile.
MLOC_62349.1	Glyoxal_oxidase_N-terminus
AK369656	Peptidase_family_C78
AK373573	Protein_kinase_domain_profile.
AK358528	Plant_phospholipid_transfer_protein_signature
AK369536	Homeobox_domain
MLOC_59846.2	Transport_protein_particle_(TRAPP)_component
AK355537	Protein_kinase_domain
AK365609	Autophagy-related_protein_13
MLOC_20732.1	Transmembrane_amino_acid_transporter_protein
AK369119	Zinc_finger_RING-type_profile.
MLOC_11751.1	Tubulin_C-terminal_domain
MLOC_5874.1	Plasma-membrane_choline_transporter
AK362709	Protein_kinases_ATP-binding_region_signature.
MLOC_34808.1	YjeF_C-terminal_domain_profile.
MLOC_37763.1	Amino_acid_kinase_family
MLOC_80387.3	S-adenosylmethionine_synthetase,_C-terminal_domain
AK375377	IPP_transferase
AK250462.1	Elongation_factor_Tu_GTP_binding_domain
MLOC_44668.1	Plant_protein_of_unknown_function_(DUF868)
AK361977	Zinc_finger_C-x8-C-x5-C-x3-H_type_(and_similar)
AK353785	Myb-like_DNA-binding_domain
MLOC_15017.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_22265.1	XH_domain
MLOC_6249.2	3-Deoxy-D-manno-octulosonic-acid_transferase_(kdotransferase)
MLOC_6041.1	Myb-like_DNA-binding_domain
AK365840|AK377061	Protein_of_unknown_function_(DUF1668)
MLOC_56775.1	Protein_phosphatase_2C_signature.
MLOC_55875.1	Thiamin_pyrophosphokinase,_catalytic_domain
MLOC_13397.1	alpha/beta_hydrolase_fold
MLOC_33369.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
MLOC_75012.1	Pollen_proteins_Ole_e_I_like
AK361315|AK366824	Uroporphyrinogen-III_synthase_HemD
AK373152	Protein_kinase_domain
MLOC_5326.1	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_34037.1	Late_embryogenesis_abundant_protein
MLOC_5842.1	GDSL-like_Lipase/Acylhydrolase
MLOC_27864.1	Protein_of_unknown_function,_DUF604
MLOC_37267.1	WD_domain,_G-beta_repeat
AK364957	ABC_transporters_family_signature.
AK354662	Ethylene_responsive_element_binding_protein_signature
AK374953	Zinc_finger_RING-type_profile.
MLOC_12551.2	Protein_kinase_domain
AK374797	Histone_H2A_signature.
MLOC_64241.1	Domain_of_unknown_function_(DUF588)
AK364069|MLOC_61690.1	Glycosyl_hydrolases_family_17
MLOC_52605.1	Hsp20/alpha_crystallin_family
MLOC_57417.1	Heavy-metal-associated_domain
MLOC_34111.1	Apocytochrome_F,_C-terminal
AK359720	DEAD/DEAH_box_helicase
MLOC_76802.2	C1-like_domain
MLOC_59055.2	Universal_stress_protein_family
MLOC_61398.2	LSM_domain
MLOC_33508.4	pfkB_family_carbohydrate_kinase
AK374392	ABC_transporters_family_signature.
AK364058	Cellulose_synthase
AK251612.1	60s_Acidic_ribosomal_protein
AK368237	Pentatricopeptide_(PPR)_repeat_profile.
AK369291	LOR/SDH_bifunctional_enzyme_conserved_region
MLOC_45112.1	Ras_family
AK365855	Zinc_finger_RING-type_signature.
MLOC_17417.1	Protein_of_unknown_function_(DUF1668)
AK370198	PsbP
MLOC_52896.3	Myb-type_HTH_DNA-binding_domain_profile.
AK367213	Protein_of_unknown_function_(DUF1675)
MLOC_2513.2	Enoyl-CoA_hydratase/isomerase_signature.
MLOC_61024.1	Exostosin_family
AK377038	Peptidase_family_M20/M25/M40
AK374037	Superfamilies_1_and_2_helicase_C-terminal_domain_profile.
MLOC_56359.2	GDP-fucose_protein_O-fucosyltransferase
AK359499	Plant_phosphoribosyltransferase_C-terminal
MLOC_13034.8	FAR1_DNA-binding_domain
AK364065	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_74285.1	SPFH_domain_/_Band_7_family
AK373980	Serine/Threonine_protein_kinases_active-site_signature.
AK368606	DEAD/DEAH_box_helicase
AK369768	Alanine_dehydrogenase/PNT,_C-terminal_domain
MLOC_11783.4	Protein_kinase_domain_profile.
AK376219	Cupin
MLOC_55967.1	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_31293.1	Bowman-Birk_serine_protease_inhibitor_family
MLOC_18155.1	Ubiquitin_family
MLOC_78754.1	EF_hand
AK366718	DNA_replication_factor_CDT1_like
MLOC_61665.1	Protein_of_unknown_function_(DUF3615)
MLOC_50945.1	Mitochondrial_carrier_protein
MLOC_62478.1	Adenosylmethionine_decarboxylase
