transcript	domain
MLOC_56183.1	IPR002048
MLOC_56183.1	SM00054
MLOC_56183.1	PTHR10827
MLOC_56183.1	IPR018247
MLOC_56183.1	PS00018
AK354354|AK248907.1	PTHR24078
AK354354|AK248907.1	IPR013026
AK354354|AK248907.1	PS50293
AK354354|AK248907.1	IPR001623
AK354354|AK248907.1	PS50076
AK354354|AK248907.1	PF00226
AK354354|AK248907.1	IPR013105
AK354354|AK248907.1	PF07719
AK354354|AK248907.1	IPR003095
AK354354|AK248907.1	PR00625
AK354354|AK248907.1	SM00271
AK354354|AK248907.1	IPR019734
AK354354|AK248907.1	PS50005
AK354354|AK248907.1	PTHR24078:SF56
AK354354|AK248907.1	SM00028
AK354354|AK248907.1	IPR018253
AK354354|AK248907.1	PS00636
AK371016	PTHR13290
AK371016	IPR010433
AK371016	PF06273
AK371016	PTHR13290:SF5
AK248954.1|AK250680.1|AK356416	IPR000795
AK248954.1|AK250680.1|AK356416	PR00315
AK248954.1|AK250680.1|AK356416	PS00301
AK248954.1|AK250680.1|AK356416	IPR004161
AK248954.1|AK250680.1|AK356416	PF03144
AK248954.1|AK250680.1|AK356416	PTHR23115:SF57
AK248954.1|AK250680.1|AK356416	PF00009
AK248954.1|AK250680.1|AK356416	PTHR23115
AK248954.1|AK250680.1|AK356416	IPR004160
AK248954.1|AK250680.1|AK356416	PF03143
AK362606	IPR005745
AK362606	PTHR11761:SF3
AK362606	IPR019972
AK362606	PS00049
AK362606	IPR000218
AK362606	PF00238
AK362606	PTHR11761
MLOC_6120.2	IPR002290
MLOC_6120.2	SM00220
MLOC_6120.2	IPR017442
MLOC_6120.2	PF00069
MLOC_6120.2	IPR017441
MLOC_6120.2	PS00107
MLOC_6120.2	IPR008271
MLOC_6120.2	PS00108
MLOC_6120.2	IPR000719
MLOC_6120.2	PS50011
MLOC_6120.2	PTHR24056
MLOC_6120.2	PTHR24056:SF101
AK366333	PTHR22811:SF32
AK366333	IPR009038
AK366333	PF01105
AK366333	PS50866
AK366333	PTHR22811
MLOC_65921.1	IPR007658
MLOC_65921.1	PF04578
MLOC_3932.1	IPR000608
MLOC_3932.1	PS50127
MLOC_3932.1	PTHR24067
MLOC_3932.1	PF00179
MLOC_3932.1	SM00212
MLOC_3932.1	PTHR24067:SF8
MLOC_66145.1	IPR003245
MLOC_66145.1	PD003122
MLOC_66145.1	PS51485
MLOC_66145.1	PF02298
MLOC_66145.1	IPR000923
MLOC_66145.1	PS00196
AK361898	IPR000490
AK361898	PF00332
AK361898	PTHR16631
AK361898	IPR012946
AK361898	SM00768
AK361898	PS00587
AK361898	PF07983
MLOC_11693.1	IPR021940
MLOC_11693.1	PF12076
MLOC_11693.1	PTHR11863
MLOC_11693.1	PTHR11863:SF1
MLOC_11693.1	IPR006694
MLOC_11693.1	PF04116
MLOC_51938.1	IPR022087
MLOC_51938.1	PF12315
MLOC_51938.1	IPR001781
MLOC_51938.1	PS50023
MLOC_51938.1	PS00478
MLOC_51938.1	SM00132
MLOC_51938.1	PF00412
MLOC_51938.1	PTHR24209
MLOC_57775.2	IPR002016
MLOC_57775.2	PF00141
AK373923	PTHR21539
AK373923	IPR010750
AK373923	PF07039
MLOC_72040.1	IPR002885
MLOC_72040.1	PF01535
MLOC_10967.2	IPR001650
MLOC_10967.2	PF00271
MLOC_10967.2	IPR011709
MLOC_10967.2	PF07717
MLOC_10967.2	IPR007502
MLOC_10967.2	PF04408
MLOC_10967.2	IPR011545
MLOC_10967.2	PF00270
MLOC_56351.1	IPR001563
MLOC_56351.1	PF00450
AK368597	IPR001245
AK368597	PF07714
AK368597	IPR008271
AK368597	PS00108
AK368597	PTHR24420:SF444
AK368597	IPR000719
AK368597	PS50011
AK368597	PTHR24420
AK368597	IPR017441
AK368597	PS00107
AK373472	IPR004864
AK373472	PF03168
AK358010	IPR003480
AK358010	PF02458
AK374380	IPR008271
AK374380	PS00108
AK374380	IPR017442
AK374380	PF00069
AK374380	PTHR24348
AK374380	IPR000719
AK374380	PS50011
AK374380	PTHR24348:SF37
AK374380	IPR002290
AK374380	SM00220
AK362309	IPR006058
AK362309	PS00197
AK362309	IPR001041
AK362309	PF00111
AK362309	PS51085
MLOC_12807.2	IPR001611
MLOC_12807.2	PF00560
MLOC_12807.2	IPR017442
MLOC_12807.2	PF00069
MLOC_76243.1	IPR003661
MLOC_76243.1	PF00512
MLOC_76243.1	IPR001789
MLOC_76243.1	PF00072
MLOC_76243.1	IPR003594
MLOC_76243.1	PF02518
AK360000	PTHR23090
AK360000	IPR003010
AK360000	PS50263
AK360000	PF00795
AK360000	IPR022310
AK360000	PF02540
MLOC_51268.3	IPR008183
MLOC_51268.3	PF01263
MLOC_51268.3	IPR015443
MLOC_51268.3	PTHR10091
AK375949	IPR000639
AK375949	PR00412
AK375949	IPR000073
AK375949	PR00111
AK375949	PF00561
AK375949	PTHR10992
AK375949	PTHR10992:SF279
AK248182.1	IPR000648
AK248182.1	PF01237
MLOC_61698.1	IPR002023
MLOC_61698.1	PS01099
MLOC_61698.1	PF01257
MLOC_61698.1	PTHR10371
MLOC_78293.1	PTHR11654:SF60
MLOC_78293.1	PTHR11654
MLOC_78293.1	IPR000109
MLOC_78293.1	PF00854
MLOC_57686.2	IPR002182
MLOC_57686.2	PF00931
AK370889	IPR009834
AK370889	PF07168
AK362751	IPR001563
AK362751	PF00450
AK362751	PTHR11802
AK362751	PTHR11802:SF7
AK362751	PR00724
AK368949	PTHR11062
AK368949	PTHR11062:SF37
AK368949	IPR006311
AK368949	PS51318
AK368949	IPR004263
AK368949	PF03016
MLOC_63593.1	IPR001912
MLOC_63593.1	PF00163
MLOC_63593.1	PTHR11831:SF3
MLOC_63593.1	IPR018079
MLOC_63593.1	PS00632
MLOC_63593.1	IPR002942
MLOC_63593.1	PF01479
MLOC_63593.1	SM00363
MLOC_63593.1	IPR022801
MLOC_63593.1	PTHR11831
MLOC_63593.1	PS50889
AK363961	IPR001394
AK363961	PS50235
AK363961	IPR018200
AK363961	PS00972
AK363961	PTHR24006:SF54
AK363961	PS00973
AK363961	PF00443
AK363961	PTHR24006
AK375357	IPR000449
AK375357	PF00627
AK375357	IPR019955
AK375357	PS50053
AK375357	PTHR10677:SF3
AK375357	IPR015940
AK375357	SM00165
AK375357	IPR000626
AK375357	SM00213
AK375357	PF00240
AK375357	PS50030
AK375357	IPR015496
AK375357	PTHR10677
AK375357	IPR006636
AK375357	SM00727
MLOC_36492.1	IPR004263
MLOC_36492.1	PF03016
AK364765	IPR001395
AK364765	PTHR11732
AK364765	PTHR11732:SF12
AK364765	IPR023210
AK364765	PF00248
AK357337|AK252002.1	IPR006680
AK357337|AK252002.1	PF01979
AK357337|AK252002.1	PTHR11647:SF1
AK357337|AK252002.1	PTHR11647
MLOC_57760.2	IPR022365
MLOC_57760.2	PF01394
MLOC_57760.2	IPR015348
MLOC_57760.2	PF09268
MLOC_57760.2	PF00637
MLOC_938.1	IPR013989
MLOC_938.1	PF10539
AK376266	PTHR22766
AK376266	IPR018957
AK376266	PF00097
AK376266	IPR001841
AK376266	SM00184
AK376266	PS50089
AK363036	PTHR24063:SF84
AK363036	IPR005828
AK363036	PF00083
AK363036	IPR005829
AK363036	PS00217
AK363036	PS00216
AK363036	IPR020846
AK363036	PS50850
AK363036	PTHR24063
AK363036	IPR003663
AK363036	PR00171
AK373127	IPR022059
AK373127	PF12274
AK353640	IPR000863
AK353640	PF00685
AK353640	PTHR11783:SF1
AK353640	PTHR11783
AK364986	IPR000504
AK364986	PF00076
AK364986	PTHR24011:SF187
AK364986	IPR009818
AK364986	PF07145
AK364986	PS50102
AK364986	SM00360
AK364986	PTHR24011
AK362784	IPR003676
AK362784	PF02519
AK353911	IPR002109
AK353911	PF00462
AK353911	PS51354
AK353911	IPR004480
AK353911	PTHR10293
MLOC_7414.1	IPR002562
MLOC_7414.1	PF01612
AK356629	IPR001395
AK356629	PTHR11732
AK356629	PTHR11732:SF8
AK356629	IPR023210
AK356629	PF00248
MLOC_7365.3	IPR001563
MLOC_7365.3	PR00724
MLOC_7365.3	PTHR11802:SF8
MLOC_7365.3	IPR018202
MLOC_7365.3	PS00560
MLOC_7365.3	PS00131
MLOC_7365.3	PF00450
MLOC_7365.3	PTHR11802
AK374699	IPR019400
AK374699	PF10275
AK374699	PTHR12931
AK374699	PTHR12931:SF14
AK372186	IPR005824
AK372186	SM00739
AK372186	IPR013843
AK372186	PF08071
AK372186	IPR002942
AK372186	SM00363
AK372186	IPR013845
AK372186	PD002667
AK372186	PF00900
AK372186	IPR000876
AK372186	PTHR11581
AK372186	PF01479
AK372186	PS50889
AK372186	PF00467
AK372186	IPR018199
AK372186	PS00528
AK372616	IPR004827
AK372616	PS50217
AK372616	SM00338
AK372616	IPR011616
AK372616	PF00170
AK372616	PTHR22952
AK372616	PTHR22952:SF39
MLOC_58529.3	IPR011616
MLOC_58529.3	PF00170
MLOC_58529.3	IPR012900
MLOC_58529.3	PF07777
MLOC_70403.2	IPR008728
MLOC_70403.2	PF05625
MLOC_70403.2	PTHR12896
MLOC_74964.1	IPR004241
MLOC_74964.1	PF02991
MLOC_51620.2	IPR001128
MLOC_51620.2	PF00067
AK366436	PTHR13683:SF98
AK366436	IPR001461
AK366436	PF00026
AK366436	IPR001969
AK366436	PS00141
AK366436	PTHR13683
MLOC_57700.1	PTHR11945:SF19
MLOC_57700.1	IPR002100
MLOC_57700.1	PR00404
MLOC_57700.1	PS50066
MLOC_57700.1	SM00432
MLOC_57700.1	PF00319
MLOC_57700.1	PTHR11945
MLOC_57700.1	IPR002487
MLOC_57700.1	PF01486
MLOC_57700.1	PS00350
MLOC_57700.1	PS51297
MLOC_39940.1	IPR003245
MLOC_39940.1	PF02298
MLOC_44316.2	IPR019787
MLOC_44316.2	PF00628
MLOC_44316.2	IPR021998
MLOC_44316.2	PF12165
MLOC_51897.2	IPR001245
MLOC_51897.2	PF07714
AK248539.1	IPR000996
AK248539.1	PF01086
AK353909	IPR002213
AK353909	PS00375
AK353909	PTHR11926:SF15
AK353909	PTHR11926
AK353909	PF00201
AK375117	IPR006094
AK375117	PF01565
AK375117	IPR016166
AK375117	PS51387
AK375117	IPR012951
AK375117	PF08031
AK375117	PTHR11748:SF29
AK375117	PTHR11748
AK357417	IPR015880
AK357417	SM00355
AK357417	IPR007087
AK357417	PS50157
AK357417	PTHR10593
AK357417	PS00028
AK366758	IPR001807
AK366758	PR00762
AK366758	PTHR11689
AK366758	PTHR11689:SF11
AK366758	IPR000644
AK366758	SM00116
AK366758	PF00654
AK366758	IPR002251
AK366758	PR01120
AK366758	PF00571
AK371039	IPR000008
AK371039	PF00168
AK371039	IPR001736
AK371039	PF00614
AK370225	IPR017937
AK370225	PS00194
AK370225	IPR012336
AK370225	PS51352
AK370225	IPR013766
AK370225	PF00085
AK370225	IPR005746
AK370225	PTHR10438
AK370225	PTHR10438:SF7
MLOC_65968.1	IPR020855
MLOC_65968.1	PS01053
MLOC_65968.1	IPR006035
MLOC_65968.1	PTHR11358
MLOC_65968.1	PS51409
MLOC_65968.1	PTHR11358:SF4
MLOC_65968.1	PF00491
MLOC_13762.1	PTHR22931
MLOC_13762.1	PTHR22931:SF11
MLOC_13762.1	IPR006501
MLOC_13762.1	PF04043
MLOC_13762.1	SM00856
AK248516.1	IPR004853
AK248516.1	PF03151
AK248516.1	PTHR11132
MLOC_69576.1	IPR004864
MLOC_69576.1	PF03168
MLOC_21064.1	IPR003656
MLOC_21064.1	SM00614
MLOC_21064.1	PF02892
MLOC_21064.1	IPR008906
MLOC_21064.1	PF05699
MLOC_21064.1	PTHR10775
MLOC_21064.1	PS50808
MLOC_21064.1	PTHR10775:SF11
AK249428.1	IPR001356
AK249428.1	PF00046
AK249428.1	IPR003106
AK249428.1	PF02183
MLOC_4153.1	IPR013766
MLOC_4153.1	PF00085
MLOC_4153.1	IPR002182
MLOC_4153.1	PF00931
AK364032	IPR018108
AK364032	PS50920
AK364032	PTHR24089:SF22
AK364032	PF00153
AK364032	PTHR24089
MLOC_14821.1	IPR003657
MLOC_14821.1	PF03106
AK363890	PTHR11926:SF79
AK363890	IPR002213
AK363890	PS00375
AK363890	PF00201
AK363890	PTHR11926
AK366517	PTHR11731:SF54
AK366517	PTHR11731
AK248947.1	PTHR10245
AK248947.1	IPR013729
AK248947.1	PF08523
AK248947.1	IPR001387
AK248947.1	SM00530
AK248947.1	PF01381
AK248947.1	PS50943
MLOC_58742.2	IPR003445
MLOC_58742.2	PF02386
MLOC_34629.1	PTHR11746
MLOC_34629.1	IPR012967
MLOC_34629.1	PF08100
MLOC_34629.1	IPR001077
MLOC_34629.1	PF00891
AK375511	IPR004249
AK375511	PF03000
AK375511	PTHR13690:SF174
AK375511	PTHR13690
AK375511	IPR000210
AK375511	SM00225
AK366607	IPR001878
AK366607	PF00098
AK366607	IPR000504
AK366607	PF00076
AK366607	SM00343
AK366607	PS50102
AK366607	PTHR24011:SF58
AK366607	PTHR24011
AK366607	PS50158
AK366607	SM00360
MLOC_17457.1	IPR003191
MLOC_17457.1	PF02841
MLOC_38472.1	IPR000195
MLOC_38472.1	PF00566
AK369686	PTHR18952:SF2
AK369686	IPR001148
AK369686	PF00194
AK369686	PS51144
AK369686	IPR023561
AK369686	PTHR18952
AK355678	IPR002123
AK355678	PF01553
MLOC_53767.2	IPR003439
MLOC_53767.2	PF00005
MLOC_69523.2	IPR001810
MLOC_69523.2	PF00646
MLOC_33482.2	IPR008162
MLOC_33482.2	PF00719
MLOC_657.1	IPR013026
MLOC_657.1	PS50293
MLOC_657.1	PTHR23083:SF95
MLOC_657.1	IPR019734
MLOC_657.1	SM00028
MLOC_657.1	PS50005
MLOC_657.1	PTHR23083
MLOC_70444.1	IPR001251
MLOC_70444.1	PF00650
MLOC_70444.1	PTHR10174
MLOC_70444.1	PTHR10174:SF78
MLOC_70444.1	PS50191
MLOC_70444.1	IPR001071
MLOC_70444.1	PR00180
MLOC_70444.1	IPR008273
MLOC_70444.1	PF03765
MLOC_70444.1	SM00516
AK369173	PTHR12706
AK369173	IPR019787
AK369173	PS50016
AK369173	PF00628
AK369173	IPR001965
AK369173	SM00249
AK369173	IPR019786
AK369173	PS01359
MLOC_12688.5	IPR002641
MLOC_12688.5	PF01734
MLOC_12688.5	PTHR24197
MLOC_12688.5	IPR000225
MLOC_12688.5	PF00514
MLOC_12688.5	PTHR24197:SF28
MLOC_7818.1	IPR004843
MLOC_7818.1	PF00149
MLOC_7818.1	PS51257
MLOC_7818.1	PTHR22953
AK368084	IPR003107
AK368084	SM00386
AK368084	PTHR11246:SF1
AK368084	PTHR11246
AK368084	IPR010491
AK368084	PF06424
AK366531	IPR018467
AK366531	PF09425
AK366531	IPR010399
AK366531	PF06200
AK366531	PS51320
AK366531	SM00979
MLOC_54762.1	IPR001807
MLOC_54762.1	PTHR11689
MLOC_54762.1	IPR000644
MLOC_54762.1	PS51371
MLOC_54762.1	IPR002251
MLOC_54762.1	PR01120
MLOC_54762.1	PR00762
MLOC_54762.1	PTHR11689:SF11
MLOC_54762.1	PF00654
MLOC_54762.1	PF00571
MLOC_54762.1	SM00116
AK353990|AK365595	IPR001544
AK353990|AK365595	PTHR11825
AK353990|AK365595	PF01063
AK353990|AK365595	PTHR11825:SF6
MLOC_63653.2	IPR017442
MLOC_63653.2	PF00069
MLOC_63653.2	IPR001611
MLOC_63653.2	PF00560
MLOC_63653.2	IPR013210
MLOC_63653.2	PF08263
AK366782	PTHR14580
AK366782	IPR019315
AK366782	PF10159
MLOC_10669.1	IPR012946
MLOC_10669.1	SM00768
MLOC_10669.1	PTHR16631
MLOC_10669.1	IPR000490
MLOC_10669.1	PF00332
MLOC_10669.1	PF07983
AK372721	IPR002659
AK372721	PTHR11214
AK372721	PTHR11214:SF5
AK372721	PF01762
MLOC_55207.1	IPR002902
MLOC_55207.1	PF01657
MLOC_55207.1	IPR001245
MLOC_55207.1	PF07714
AK363085	IPR001245
AK363085	PF07714
AK363085	IPR008271
AK363085	PS00108
AK363085	PTHR23257:SF81
AK363085	PTHR23257
AK363085	IPR000719
AK363085	PS50011
AK363085	PR00109
MLOC_38407.1	IPR023796
MLOC_38407.1	PF00079
MLOC_64273.1	IPR003612
MLOC_64273.1	PF00234
MLOC_10050.1	IPR007117
MLOC_10050.1	PS50843
MLOC_10050.1	PF01357
MLOC_10050.1	IPR007112
MLOC_10050.1	SM00837
MLOC_10050.1	IPR009009
MLOC_10050.1	PF03330
MLOC_10050.1	IPR007118
MLOC_10050.1	PR01225
MLOC_10050.1	PS50842
MLOC_10050.1	IPR005795
MLOC_10050.1	PR00829
AK355237	IPR003406
AK355237	PF02485
AK355237	PTHR19297:SF2
AK355237	PTHR19297
MLOC_34809.1	IPR000169
MLOC_34809.1	PS00640
MLOC_34809.1	PS00639
MLOC_34809.1	IPR000668
MLOC_34809.1	PF00112
MLOC_34809.1	PR00705
MLOC_34809.1	SM00645
MLOC_34809.1	IPR013201
MLOC_34809.1	SM00848
MLOC_34809.1	PTHR12411:SF50
MLOC_34809.1	PS00139
MLOC_34809.1	PF08246
MLOC_34809.1	IPR013128
MLOC_34809.1	PTHR12411
AK364603	PTHR13205:SF4
AK364603	PTHR13205
MLOC_59226.1	IPR001932
MLOC_59226.1	SM00332
MLOC_59226.1	PTHR13832:SF149
MLOC_59226.1	PF00481
MLOC_59226.1	SM00331
MLOC_59226.1	IPR015655
MLOC_59226.1	PTHR13832
MLOC_66479.1	IPR003612
MLOC_66479.1	SM00499
MLOC_66479.1	PF00234
AK357139	IPR001077
AK357139	PF00891
AK357139	IPR012967
AK357139	PF08100
AK357139	PTHR11746
AK373921	IPR000620
AK373921	PF00892
MLOC_66575.1	IPR002842
MLOC_66575.1	PF01991
MLOC_66575.1	PTHR11583
AK364109	IPR017972
AK364109	PS00086
AK364109	PTHR24298:SF44
AK364109	IPR002401
AK364109	PR00463
AK364109	PTHR24298
AK364109	IPR001128
AK364109	PF00067
AK364109	PR00385
MLOC_14431.1	IPR001752
MLOC_14431.1	PF00225
AK359182	IPR001585
AK359182	PTHR10683
AK359182	PF00923
AK359949	IPR000092
AK359949	PF00348
AK359949	PS00723
AK359949	PTHR12001:SF8
AK359949	IPR017446
AK359949	PTHR12001
AK374070	IPR000048
AK374070	PS50096
AK374070	PTHR23335
AK374070	SM00015
AK374070	IPR002110
AK374070	PS50088
AK374070	SM00248
AK374070	IPR005559
AK374070	PS51437
AK374070	IPR020683
AK374070	PS50297
AK374070	PF03859
AK374070	PF00612
AK374070	PF00023
AK249327.1	IPR003196
AK249327.1	PF02270
AK359921	PTHR11839
AK359921	IPR000086
AK359921	PF00293
AK359921	IPR020084
AK359921	PS00893
AK359921	IPR020476
AK359921	PR00502
AK359921	PS51462
MLOC_6679.1	IPR008540
MLOC_6679.1	PF05687
MLOC_51239.1	PTHR22915
MLOC_51239.1	IPR013027
MLOC_51239.1	PR00368
MLOC_51239.1	PTHR22915:SF4
MLOC_51239.1	IPR001327
MLOC_51239.1	PF00070
MLOC_51239.1	IPR018249
MLOC_51239.1	PS50222
MLOC_51239.1	IPR023753
MLOC_51239.1	PF07992
AK364029	IPR019781
AK364029	PF00400
AK364029	IPR017986
AK364029	PS50294
AK364029	PTHR18359
AK364029	IPR019782
AK364029	PS50082
AK364029	IPR001680
AK364029	SM00320
MLOC_36390.7	IPR001140
MLOC_36390.7	PF00664
MLOC_36390.7	IPR003439
MLOC_36390.7	PF00005
AK366632	PTHR23155
AK366632	IPR002182
AK366632	PF00931
AK366632	PTHR23155:SF189
AK366632	IPR000767
AK366632	PR00364
AK363067	IPR017441
AK363067	PS00107
AK363067	IPR008271
AK363067	PS00108
AK363067	PTHR24420
AK363067	IPR017442
AK363067	PF00069
AK363067	PTHR24420:SF426
AK363067	IPR000719
AK363067	PS50011
MLOC_16824.1	PTHR12771:SF3
MLOC_16824.1	IPR006816
MLOC_16824.1	PF04727
MLOC_16824.1	PS51335
MLOC_16824.1	PTHR12771
MLOC_13808.1	PTHR22980
AK367008	IPR000217
AK367008	PR01161
AK367008	IPR003008
AK367008	SM00864
AK367008	IPR002452
AK367008	PR01162
AK367008	PF00091
AK367008	PTHR11588
AK367008	IPR018316
AK367008	SM00865
AK367008	IPR017975
AK367008	PS00227
AK367008	PF03953
AK373214	IPR006093
AK373214	PS00862
AK373214	PTHR11748:SF29
AK373214	IPR016166
AK373214	PS51387
AK373214	IPR006094
AK373214	PF01565
AK373214	IPR012951
AK373214	PF08031
AK373214	PTHR11748
AK359713	IPR000534
AK359713	SM00859
AK359713	IPR012280
AK359713	PF02774
AK359713	PF01118
AK359713	PTHR10174
AK363611	PTHR11363
AK363611	IPR000597
AK363611	PF00297
AK363611	IPR019926
AK363611	PS00474
AK359272	IPR001736
AK359272	SM00155
AK359272	IPR013582
AK359272	PF08371
AK359272	PTHR10185:SF6
AK359272	PS50035
AK359272	PTHR10185
AK357249	IPR012952
AK357249	PF08149
AK357249	IPR019775
AK357249	PS00678
AK357249	IPR019782
AK357249	PS50082
AK357249	PTHR14085
AK357249	IPR019781
AK357249	PF00400
AK357249	PD023243
AK357249	IPR001680
AK357249	SM00320
AK357249	IPR017986
AK357249	PS50294
MLOC_74830.1	IPR021720
MLOC_74830.1	PF11721
MLOC_74830.1	IPR001245
MLOC_74830.1	PF07714
AK369204	PTHR24420:SF435
AK369204	PTHR24420
AK369204	IPR017441
AK369204	PS00107
AK369204	IPR008271
AK369204	PS00108
AK369204	IPR001220
AK369204	PF00139
AK369204	IPR017442
AK369204	PF00069
AK369204	IPR000719
AK369204	PS50011
MLOC_44630.1	IPR013210
MLOC_44630.1	PF08263
MLOC_44630.1	IPR001611
MLOC_44630.1	PF00560
MLOC_5485.1	IPR023780
MLOC_5485.1	PF00385
MLOC_18050.1	PTHR11615
MLOC_18050.1	PTHR11615:SF83
MLOC_18050.1	IPR006702
MLOC_18050.1	PF04535
MLOC_59632.2	IPR007728
MLOC_59632.2	PF05033
MLOC_59632.2	IPR001214
MLOC_59632.2	PF00856
MLOC_59632.2	IPR003105
MLOC_59632.2	PF02182
MLOC_34765.1	PTHR24011
MLOC_34765.1	IPR007201
MLOC_34765.1	PF04059
MLOC_34765.1	IPR000504
MLOC_34765.1	PS50102
MLOC_34765.1	PF00076
MLOC_34765.1	PTHR24011:SF200
MLOC_34765.1	SM00360
MLOC_57913.1	IPR001878
MLOC_57913.1	PF00098
MLOC_57913.1	PS50158
MLOC_57913.1	PTHR10548
MLOC_57913.1	IPR000504
MLOC_57913.1	PS50102
MLOC_57913.1	PTHR10548:SF26
MLOC_57913.1	SM00343
MLOC_57913.1	SM00360
MLOC_57913.1	PF00076
MLOC_69204.1	IPR006214
MLOC_69204.1	PF01027
MLOC_70900.1	PTHR24220
MLOC_70900.1	IPR003439
MLOC_70900.1	PF00005
MLOC_70900.1	IPR005895
MLOC_70900.1	PS51243
MLOC_70900.1	IPR003593
MLOC_70900.1	SM00382
MLOC_70900.1	PTHR24220:SF167
MLOC_70900.1	PS50893
AK356522	PTHR23063
AK356522	IPR018249
AK356522	PS50222
AK356522	PTHR23063:SF1
AK356522	IPR018247
AK356522	PS00018
AK356522	IPR002048
AK356522	SM00054
AK356522	IPR002123
AK356522	PF01553
AK356522	SM00563
AK372720	IPR017986
AK372720	PS50294
AK372720	IPR019782
AK372720	PS50082
AK372720	IPR001632
AK372720	PR00319
AK372720	IPR019781
AK372720	PF00400
AK372720	IPR001680
AK372720	SM00320
AK372720	IPR019775
AK372720	PS00678
AK372720	PTHR15271
AK354835	PTHR22761
AK354835	IPR005024
AK354835	PF03357
AK369594	PTHR24420
AK369594	IPR008271
AK369594	PS00108
AK369594	IPR017441
AK369594	PS00107
AK369594	PTHR24420:SF421
AK369594	IPR000719
AK369594	PS50011
AK369594	IPR017442
AK369594	PF00069
AK360888	IPR013210
AK360888	PF08263
AK360888	IPR001611
AK360888	PF00560
AK371245	PTHR13690:SF174
AK371245	IPR004249
AK371245	PF03000
AK371245	PTHR13690
MLOC_53991.2	IPR001245
MLOC_53991.2	PF07714
MLOC_53991.2	IPR002902
MLOC_53991.2	PF01657
AK248188.1	IPR000571
AK248188.1	PF00642
AK248188.1	IPR018957
AK248188.1	PF00097
MLOC_75184.1	IPR002885
MLOC_75184.1	PF01535
MLOC_31460.1	IPR004320
MLOC_31460.1	PF03087
MLOC_53533.1	IPR002562
MLOC_53533.1	PF01612
MLOC_53533.1	IPR001098
MLOC_53533.1	PF00476
AK355585	IPR000889
AK355585	PS51355
AK355585	PF00255
AK355585	PS00763
AK355585	PS00460
AK355585	PTHR11592
AK355585	PR01011
AK364134|AK354378	PTHR24420
AK364134|AK354378	IPR000719
AK364134|AK354378	PS50011
AK364134|AK354378	IPR001245
AK364134|AK354378	PF07714
AK364134|AK354378	PTHR24420:SF457
AK366631	IPR013057
AK366631	PF01490
AK366631	PTHR22950
MLOC_7311.1	PTHR23125
MLOC_7311.1	IPR001611
MLOC_7311.1	PF00560
MLOC_7311.1	IPR006553
MLOC_7311.1	SM00367
MLOC_7311.1	PTHR23125:SF104
AK376177	PTHR10177
AK376177	IPR013763
AK376177	SM00385
AK376177	IPR006671
AK376177	PS00292
AK376177	PTHR10177:SF49
AK376177	PF00134
AK376177	IPR004367
AK376177	PF02984
AK354780	PTHR14194:SF19
AK354780	PR01217
AK354780	PTHR14194
AK354780	IPR008030
AK354780	PF05368
MLOC_57981.1	IPR002160
MLOC_57981.1	SM00452
MLOC_57981.1	PF00197
MLOC_57981.1	PS00283
MLOC_57981.1	PR00291
MLOC_57623.1	IPR012864
MLOC_57623.1	PF07847
MLOC_55870.1	IPR001092
MLOC_55870.1	PF00010
MLOC_55870.1	SM00353
MLOC_55870.1	PTHR11534:SF7
MLOC_55870.1	PTHR11534
MLOC_55870.1	PS50888
AK376023	IPR017442
AK376023	PF00069
AK368460	PTHR19241:SF10
AK368460	IPR003439
AK368460	PF00005
AK368460	IPR003593
AK368460	SM00382
AK368460	IPR013525
AK368460	PF01061
AK368460	PTHR19241
AK368460	IPR013581
AK368460	PF08370
AK368460	PS50893
MLOC_56149.1	IPR011545
MLOC_56149.1	PF00270
MLOC_56149.1	IPR001650
MLOC_56149.1	PF00271
MLOC_54332.1	IPR021099
MLOC_54332.1	PF11955
AK374608	IPR002885
AK374608	PF01535
AK374608	PS51375
AK374608	PTHR24015
MLOC_39859.1	IPR002885
MLOC_39859.1	PS51375
MLOC_39859.1	PTHR24015
MLOC_39859.1	PTHR24015:SF133
MLOC_39859.1	PF01535
MLOC_50953.3	IPR004853
MLOC_50953.3	PF03151
MLOC_50953.3	PTHR11132
MLOC_50953.3	IPR000620
MLOC_50953.3	PF00892
AK354084	IPR001087
AK354084	PF00657
AK354084	PTHR22835:SF39
AK354084	PTHR22835
AK376781	IPR003323
AK376781	PF02338
AK376781	PS50802
AK376781	PTHR12419
MLOC_18840.1	IPR001480
MLOC_18840.1	PF01453
MLOC_18840.1	IPR013227
MLOC_18840.1	PF08276
MLOC_18840.1	IPR000858
MLOC_18840.1	PF00954
MLOC_18840.1	IPR017442
MLOC_18840.1	PF00069
AK369863	PTHR13296
AK369863	IPR008409
AK369863	PF05700
MLOC_60336.1	IPR002129
MLOC_60336.1	PF00282
MLOC_79334.1	PTHR10024
MLOC_79334.1	IPR018029
MLOC_79334.1	PS50004
MLOC_79334.1	IPR000008
MLOC_79334.1	PF00168
MLOC_79334.1	SM00239
MLOC_59757.2	IPR013766
MLOC_59757.2	PF00085
MLOC_61018.1	IPR001128
MLOC_61018.1	PF00067
MLOC_52805.1	IPR010530
MLOC_52805.1	PF06522
AK371876	IPR013201
AK371876	SM00848
AK371876	IPR000169
AK371876	PS00139
AK371876	IPR000668
AK371876	PR00705
AK371876	PS00640
AK371876	PF00112
